x_coord,y_coord,Diam_km
-174.938946,-31.747117,9.5631
-174.918421,-29.114401,9.416229
-174.914875,17.403728,10.084412
-174.908784,-55.789627,15.127707
-174.901954,13.727996,6.944485
-174.878451,-5.287142,6.085557
-174.872731,-40.124245,10.747795
-174.869026,39.107984,11.211799
-174.847562,-52.2177,17.69862
-174.838797,-51.16222,8.744995
-174.835525,25.61318,9.974957
-174.831163,24.581434,11.89727
-174.822509,45.615175,10.031063
-174.815818,56.786515,5.995488
-174.786447,25.484485,6.856605
-174.778169,-10.558703,9.739135
-174.777097,-1.974281,5.008343
-174.767604,34.734911,17.193156
-174.763457,-15.185657,5.316553
-174.76152,42.894456,8.926677
-174.756021,-1.489338,5.115913
-174.750904,36.488315,8.12469
-174.740846,38.690366,6.701747
-174.739185,13.549741,8.809626
-174.719018,-55.20711,11.555563
-174.718616,-41.831889,5.15143
-174.714741,-4.04516,8.358763
-174.70389,53.432926,8.362145
-174.68916,43.111535,7.57643
-174.688289,27.863172,5.061808
-174.668127,52.509455,6.103349
-174.667509,49.232387,11.667078
-174.656488,11.512169,6.212003
-174.650131,13.281799,8.826804
-174.645528,35.677083,5.627367
-174.636291,-17.157658,5.405709
-174.626914,-5.485349,12.087785
-174.625531,55.401697,10.72018
-174.587345,-14.85919,10.789103
-174.585486,57.218696,5.274432
-174.5821,18.796965,9.174118
-174.57117,-3.374156,9.254214
-174.56298,32.411089,15.02215
-174.545356,-38.891146,6.062347
-174.537483,10.028015,6.45566
-174.525458,21.270951,10.943169
-174.513453,-10.615505,11.576361
-174.512257,-5.699555,11.907627
-174.511967,32.909248,14.926607
-174.505353,50.110547,7.534699
-174.499122,-21.455077,5.996826
-174.498518,26.444248,5.120784
-174.495782,-28.851134,12.379711
-174.489358,-15.661995,14.530747
-174.456958,-57.482385,14.711216
-174.455542,41.722232,11.961888
-174.443652,5.46577,8.203553
-174.438532,26.823791,12.051279
-174.436751,-2.368898,6.348857
-174.434643,34.057726,5.216397
-174.429989,16.994128,6.599598
-174.417842,-56.279292,7.231671
-174.414594,-18.634394,17.586116
-174.413583,33.616671,6.215054
-174.372887,36.408028,8.033573
-174.355635,53.123081,6.399241
-174.354602,-2.887478,8.823196
-174.342603,-2.487307,5.854526
-174.315769,11.069858,8.375286
-174.303989,10.201316,9.09245
-174.28013,44.264707,5.076422
-174.251911,-7.581971,8.773784
-174.245873,-46.294945,9.246691
-174.244671,54.060298,6.675287
-174.241126,25.290351,6.651747
-174.240531,41.029647,6.351912
-174.22447,17.479673,9.291441
-174.212621,38.533243,7.361662
-174.209001,33.88684,7.49563
-174.183057,-17.178724,5.171706
-174.182508,-43.625866,5.180623
-174.16793,23.299789,13.308311
-174.148019,0.461502,5.70147
-174.137479,18.341298,6.73719
-174.133113,1.886517,8.657597
-174.130194,37.657313,10.867685
-174.120637,37.367668,9.942721
-174.119923,39.65448,5.872224
-174.115978,6.671485,11.501455
-174.097796,20.694047,15.353986
-174.096272,-19.657526,9.526249
-174.078154,38.35809,13.68767
-174.077205,44.440883,5.633723
-174.075098,42.99058,14.297848
-174.053433,-8.19876,5.134683
-174.048616,50.207705,8.501479
-174.045529,14.5239,7.028912
-174.044778,-50.048267,5.809626
-174.037439,33.741134,5.516237
-174.033015,1.522851,5.781861
-174.030633,26.126872,8.078725
-174.029484,-16.68621,16.255928
-174.028395,17.318118,18.446725
-174.000711,39.007715,14.154546
-173.989257,-28.203195,7.289394
-173.988507,10.968851,7.500852
-173.97607,11.927647,6.398968
-173.958921,-42.558904,8.876469
-173.952231,-39.865891,7.536447
-173.940629,-19.036722,12.757923
-173.933566,27.180431,10.950255
-173.916894,-11.281437,5.368443
-173.90932,-36.185241,6.347212
-173.907059,52.299533,17.685078
-173.905545,-5.036451,8.033404
-173.879614,-23.108325,7.544477
-173.877184,14.933409,5.372434
-173.872328,-11.125458,8.314952
-173.871712,59.764774,5.621458
-173.869875,-29.255006,5.30482
-173.869756,-16.247681,5.679116
-173.867413,-53.812805,5.558225
-173.828257,-23.912915,7.769546
-173.824974,-30.11941,5.874464
-173.81788,-50.863446,6.874397
-173.810601,56.95448,5.26023
-173.808846,18.402053,5.426652
-173.805388,-39.339619,5.168177
-173.800758,-2.072027,7.994731
-173.79761,-6.911752,9.629256
-173.792257,-20.293819,9.072503
-173.78997,50.891614,16.139803
-173.758433,-29.50577,7.167873
-173.714927,-6.126023,7.733234
-173.701143,18.290208,7.044378
-173.69949,-53.701993,7.519597
-173.697858,-0.625146,15.430044
-173.689101,36.043998,8.966124
-173.679405,-30.60464,12.173555
-173.675296,-14.487684,14.032664
-173.671986,47.26416,5.075079
-173.655433,46.360703,5.104883
-173.647581,59.515855,8.336677
-173.639904,-51.854996,5.58152
-173.639698,11.018681,14.416509
-173.637726,2.56855,11.708763
-173.623886,33.162722,7.694182
-173.618226,-29.788202,5.216731
-173.603642,58.632692,7.97359
-173.575072,35.659646,6.597853
-173.55644,12.030143,8.565698
-173.54723,37.071408,7.452743
-173.539854,1.674852,6.806604
-173.532945,49.075077,10.988912
-173.531967,-47.96917,18.190745
-173.531304,17.939482,8.712051
-173.500982,10.000534,8.253267
-173.499491,25.473578,8.679746
-173.498222,58.351031,12.003247
-173.491125,57.252969,9.466913
-173.486902,-22.327468,6.037212
-173.467089,-2.598959,5.398274
-173.455607,29.67014,18.215488
-173.452132,31.283988,7.976756
-173.439258,7.603857,11.046144
-173.438021,-40.211598,8.464853
-173.400887,12.408775,13.606212
-173.386322,0.246856,17.480901
-173.377876,-50.059302,6.939453
-173.365805,16.060131,15.47688
-173.361095,12.686117,6.73345
-173.355942,15.527545,5.76986
-173.349548,10.475573,13.934004
-173.347452,9.821416,9.146594
-173.338565,-50.384132,12.213332
-173.316453,55.264455,5.980964
-173.316153,-18.606897,8.626072
-173.315992,-17.663691,11.911157
-173.315575,8.394023,5.883363
-173.315572,-48.609245,7.73724
-173.297117,-0.938629,6.97044
-173.293179,13.527146,8.992887
-173.280188,-59.861763,11.863074
-173.251981,-53.603115,5.174412
-173.244715,1.337976,9.465749
-173.236052,-26.065163,5.283754
-173.22779,24.036304,11.763104
-173.2274,-33.655421,8.449589
-173.224518,50.410409,18.509361
-173.221758,36.394059,6.981432
-173.199594,-1.34202,5.252849
-173.173121,19.183627,14.294346
-173.164008,17.481053,12.043762
-173.163118,51.165773,18.248456
-173.157392,-30.667251,15.322313
-173.15569,43.630101,10.494504
-173.121073,44.595268,5.726857
-173.117623,-11.103176,12.859711
-173.115292,15.683376,14.178031
-173.114761,-16.919397,7.885022
-173.099742,55.36464,5.776836
-173.097638,-1.395215,7.255123
-173.091298,-7.133068,14.123645
-173.086868,5.234144,13.988726
-173.07771,-21.839887,12.652086
-173.068876,50.865912,12.841305
-173.065339,39.508887,8.262994
-173.059393,-20.16071,9.612668
-173.057382,14.675019,12.497517
-173.039329,22.733322,8.596296
-173.026414,9.278167,7.870545
-173.017536,58.58628,7.101505
-173.007785,12.016879,5.42632
-172.993909,-1.2179,9.026633
-172.98973,31.644235,14.50065
-172.987703,-1.66296,6.662973
-172.965798,8.89645,6.206026
-172.963721,-22.117624,5.108041
-172.960758,12.428068,7.830373
-172.958785,-18.034566,5.165015
-172.957559,-1.467027,7.770043
-172.953523,11.530928,9.015305
-172.917571,52.425585,13.912539
-172.90558,37.709965,6.519544
-172.898407,41.860358,11.117921
-172.88767,-59.409006,14.082087
-172.886222,54.116217,6.463046
-172.883719,49.706132,11.277375
-172.87418,56.908881,16.95999
-172.872692,-25.647458,13.985636
-172.867593,-0.349385,7.196284
-172.865845,-52.716621,8.754981
-172.862435,-53.68665,6.098752
-172.844832,5.49006,8.256533
-172.842419,10.276619,9.859041
-172.836691,-38.94337,10.600591
-172.829451,-8.094369,6.807707
-172.804618,17.23675,7.036373
-172.803854,42.584588,17.986849
-172.788857,-52.118357,15.098677
-172.780301,-18.940824,12.346167
-172.77942,36.379175,5.115934
-172.775105,34.757652,11.61974
-172.772951,-2.576062,8.379755
-172.765295,-31.244048,7.766345
-172.759301,-1.682302,5.292352
-172.757918,-13.599276,16.074006
-172.731455,-49.75275,6.207632
-172.725091,-20.790299,7.211067
-172.721381,-24.09705,6.48762
-172.718948,-37.285322,6.172101
-172.694037,51.735046,5.763845
-172.68082,24.221516,5.827598
-172.67674,3.751602,14.308601
-172.67352,-44.604801,11.550905
-172.670102,-9.168861,11.394804
-172.667736,6.898493,10.565254
-172.667588,39.609871,15.639296
-172.652889,9.433802,10.94943
-172.650805,-1.351773,5.314786
-172.638763,17.497701,11.97866
-172.634613,24.963159,7.256981
-172.632815,33.560298,8.310312
-172.618662,1.776213,9.621571
-172.610194,-8.560017,10.604506
-172.610189,55.719903,8.66976
-172.604279,37.252377,9.60496
-172.603741,9.055362,9.106018
-172.602696,10.096154,6.090081
-172.596477,-38.838134,6.704019
-172.592595,-32.879347,8.59028
-172.578662,-8.23443,11.469851
-172.564807,-0.795891,6.9935
-172.555102,31.741363,12.806938
-172.535979,43.398209,6.712577
-172.516503,-25.648069,8.211018
-172.515661,-2.530871,9.78991
-172.512477,31.288567,9.320564
-172.510019,17.015456,9.278314
-172.50668,2.722241,8.109431
-172.491555,20.663807,7.820917
-172.482175,4.450298,7.690158
-172.481233,-5.966796,9.49599
-172.462149,1.221709,10.056507
-172.412466,14.512492,5.912495
-172.408839,11.776571,5.139254
-172.408126,11.298826,9.965801
-172.408112,-15.895464,13.567454
-172.404868,12.079582,5.107672
-172.400474,-27.245491,6.202141
-172.375054,43.002393,10.169291
-172.372642,-33.514736,5.865715
-172.354826,0.710433,11.575958
-172.336012,32.708601,14.718723
-172.304724,-17.374002,7.402224
-172.301473,46.012927,15.07825
-172.292986,54.496106,11.378586
-172.28544,5.214866,6.738605
-172.28264,9.191339,10.159114
-172.279161,39.062426,10.371221
-172.274806,12.173932,5.522127
-172.268023,-37.651299,10.73607
-172.261183,15.586721,7.096472
-172.260276,30.381487,7.555077
-172.250271,12.364922,7.438367
-172.234705,-36.291087,10.404909
-172.231106,1.159104,8.530903
-172.229834,-0.085081,9.514033
-172.225822,30.597561,6.518312
-172.220422,-15.421608,5.053257
-172.211389,56.628807,5.363288
-172.204315,14.059787,10.970049
-172.202134,43.43819,8.277942
-172.187569,3.924662,5.080898
-172.186362,47.56678,14.25752
-172.18079,25.915636,8.426366
-172.177512,-8.533108,12.700091
-172.176526,-42.864378,7.676678
-172.148345,-13.535301,14.326002
-172.132976,53.024446,6.860262
-172.124879,17.929757,14.999742
-172.124581,16.539688,9.620592
-172.101513,11.552672,5.77768
-172.099909,-45.367027,6.519729
-172.092465,-6.644676,5.032926
-172.048713,59.732755,5.599493
-172.042611,-25.478032,5.23187
-172.040362,-18.976959,11.400677
-172.034218,6.978834,6.601022
-172.03109,-0.90494,8.212013
-172.003708,-7.244796,9.418349
-171.992047,36.451348,5.59148
-171.972241,43.780031,6.410091
-171.965921,22.521267,11.436229
-171.960263,22.769552,11.712109
-171.944221,4.510035,5.162074
-171.93934,-11.353097,9.405484
-171.888978,45.631436,13.104988
-171.879527,-17.158933,6.068815
-171.876846,46.832526,5.281543
-171.874974,39.193825,7.490331
-171.869634,15.966435,6.624472
-171.860554,-4.784485,5.920456
-171.852614,6.182123,8.051669
-171.852554,10.105581,16.567276
-171.843705,32.641497,11.521523
-171.833008,35.030983,8.73796
-171.816628,5.883357,6.81812
-171.807158,19.717709,8.512548
-171.781963,-1.012215,6.28134
-171.775582,-9.199828,5.733045
-171.757947,38.32266,7.456771
-171.738735,8.188718,16.575004
-171.714882,19.998731,7.949721
-171.714141,28.892818,5.852847
-171.711039,47.324554,5.153188
-171.710048,11.422897,5.623761
-171.699465,5.892563,13.139563
-171.694308,53.525159,10.378264
-171.692864,7.826661,6.924261
-171.692577,16.222366,7.022446
-171.685238,6.613117,7.27281
-171.675366,17.881751,9.789982
-171.665956,-27.190033,5.293477
-171.655916,-39.330052,11.857438
-171.654689,-33.512435,7.196658
-171.630633,18.378179,16.547986
-171.627141,20.596224,13.158196
-171.622609,34.700356,11.39116
-171.617566,16.793171,6.169579
-171.607925,-28.131398,11.531953
-171.6024,-22.611913,7.100732
-171.597502,-24.335218,7.517679
-171.595239,56.459428,5.338074
-171.578436,29.490181,6.834505
-171.577205,-38.113117,15.520422
-171.558318,-58.580318,7.717956
-171.553307,-49.714448,11.123945
-171.514611,-37.255891,7.480471
-171.504306,-21.730753,8.991213
-171.499506,22.87155,9.110781
-171.490876,21.068082,5.083784
-171.48559,20.184681,8.980781
-171.463011,55.413057,13.307986
-171.460479,11.93059,5.891261
-171.45848,43.102347,10.097323
-171.44705,1.765778,6.200852
-171.441407,-9.120075,6.202678
-171.419811,27.775619,6.479519
-171.416094,-22.357518,9.838266
-171.412358,5.460108,8.393484
-171.402948,56.362873,6.102679
-171.3919,40.737175,9.102169
-171.381873,-9.293621,10.903006
-171.375127,55.998747,5.99425
-171.35861,-32.855845,11.994494
-171.357732,34.874123,6.038575
-171.354008,15.59838,15.878839
-171.3474,34.417633,10.407711
-171.333616,53.054142,7.512023
-171.33271,-6.891996,9.302047
-171.32809,43.339971,11.051461
-171.315689,-33.486706,7.344723
-171.299344,21.933999,12.951084
-171.294549,58.287027,7.118391
-171.288958,22.653449,10.972797
-171.284241,59.977846,11.173451
-171.274009,44.456502,17.868167
-171.262721,31.180946,9.349446
-171.26101,39.496581,11.329827
-171.248578,42.741515,7.513985
-171.245617,7.395797,13.508951
-171.215988,-6.293682,9.704853
-171.210751,-2.192544,6.555229
-171.197601,-49.32777,7.738464
-171.195174,-26.518368,9.119603
-171.189805,6.855812,8.269734
-171.178925,6.584663,7.665357
-171.171178,43.936237,9.767053
-171.148913,47.928235,7.949955
-171.143776,6.124379,5.180404
-171.128424,-0.731422,8.829604
-171.128284,53.421751,11.840143
-171.112545,54.833797,7.345508
-171.102248,34.23917,10.013169
-171.10187,-49.994133,18.306538
-171.099221,23.274001,11.103047
-171.093979,-33.108203,5.075875
-171.078917,55.869462,8.481415
-171.077339,20.009916,10.133256
-171.075237,8.504904,6.519482
-171.072221,-14.872884,6.943312
-171.070605,-51.65243,6.143056
-171.062326,32.799025,11.468619
-171.054807,36.549126,5.1453
-171.041464,43.490607,5.325855
-171.041136,51.576192,7.835461
-171.035964,-13.014817,13.499547
-171.024671,-9.788987,13.91631
-171.020572,52.850381,11.434979
-171.020089,-42.486886,8.269329
-170.980217,8.056019,6.295666
-170.975037,-39.328457,10.323931
-170.958545,18.9608,7.469624
-170.956489,54.38282,5.655775
-170.955769,-6.280571,9.238241
-170.950717,42.389678,13.203676
-170.94442,44.792475,10.518395
-170.928963,-59.751003,11.49332
-170.92118,16.292425,7.322367
-170.917779,59.617579,10.233673
-170.885408,33.141908,7.292695
-170.873997,-10.588097,5.255675
-170.845656,-52.03176,5.308114
-170.84032,-25.213221,5.915576
-170.796887,6.073401,17.830666
-170.796844,-49.322139,6.086675
-170.785263,8.478692,12.248641
