x_coord,y_coord,Diam_km
-158.834462,-25.115359,10.54204
-158.83409,27.438012,17.82176
-158.828175,-2.622689,6.534651
-158.818524,-36.939458,16.181435
-158.79697,-4.510675,7.764919
-158.796068,-54.116139,14.171534
-158.781812,-53.630755,12.377755
-158.762379,-7.583493,6.069586
-158.750061,-19.485894,6.815297
-158.749079,-2.223648,7.265768
-158.740606,-9.866195,13.173867
-158.716686,40.832707,11.351136
-158.714294,11.176441,13.443859
-158.709387,32.119326,5.725793
-158.704624,32.522349,10.121765
-158.703343,42.417342,5.335375
-158.698337,52.120184,8.642671
-158.691642,16.446384,5.32581
-158.68205,28.327718,5.79186
-158.675458,-5.8437,5.60998
-158.675401,-7.257328,7.837305
-158.667213,-39.691439,8.984572
-158.652315,0.007066,7.368985
-158.651291,17.79132,6.293469
-158.641699,-1.275628,5.516069
-158.604303,-19.386889,5.412138
-158.566103,24.384333,8.011598
-158.561437,-6.046685,8.201825
-158.546275,8.334787,7.199644
-158.538977,50.770745,16.140821
-158.524916,-35.713692,6.745965
-158.524219,-17.335987,9.235906
-158.518336,32.244359,6.294574
-158.501346,-10.492877,12.480611
-158.478849,28.314031,6.821395
-158.476405,34.997653,7.27738
-158.469795,6.112055,19.115778
-158.469511,-32.131425,6.548598
-158.456633,-0.516456,19.95718
-158.448043,23.596522,5.188149
-158.429672,7.992649,5.398581
-158.415453,5.610625,14.768597
-158.399608,32.904773,11.655239
-158.384416,45.095402,5.480087
-158.381388,3.506708,11.694122
-158.355321,38.396733,5.006534
-158.349993,30.543311,6.845825
-158.347243,27.897101,11.082092
-158.329448,-21.862445,7.423349
-158.327565,34.654158,10.686877
-158.317474,39.404124,11.327909
-158.314532,-7.81616,8.65275
-158.314286,51.79991,5.977356
-158.311446,29.026813,10.64607
-158.302119,-15.137953,18.709304
-158.279077,-28.168479,5.123947
-158.268482,5.809468,5.966524
-158.26827,32.200348,10.710567
-158.250036,-36.675848,5.448305
-158.245145,-24.17912,17.172191
-158.241063,-9.022276,7.18108
-158.222548,9.701805,8.558089
-158.212896,23.688655,8.450212
-158.203829,-8.642946,9.565811
-158.195415,26.161922,6.75282
-158.189708,-17.571427,15.333303
-158.189065,41.679421,11.776927
-158.173392,34.128126,14.860753
-158.165383,19.212641,19.111631
-158.159336,-7.30734,7.931129
-158.154863,21.275232,18.821978
-158.147683,48.50185,11.084387
-158.134841,-2.557132,5.283921
-158.131944,-10.197556,8.127367
-158.116863,38.958057,13.1345
-158.10794,36.214662,6.71635
-158.101078,20.619348,16.595063
-158.087759,23.080847,7.525374
-158.065981,14.363222,6.445961
-158.064908,2.497095,17.631063
-158.0574,4.556281,9.949707
-158.043995,10.630766,13.456097
-158.036293,4.935054,7.839746
-158.033835,7.826949,11.116723
-158.027062,44.376301,5.532047
-158.009436,25.102867,10.43403
-158.003747,-29.756261,10.308423
-158.000146,-6.472084,10.0205
-157.983536,31.6487,6.973778
-157.982953,14.607795,10.728175
-157.955704,-1.748881,11.497864
-157.952423,28.366674,11.01064
-157.94178,9.094241,6.759496
-157.937907,4.341932,7.45107
-157.935818,-35.089548,11.848428
-157.935178,0.378358,5.327735
-157.92571,-2.047164,7.174892
-157.910873,44.684348,12.313264
-157.906499,-54.145895,7.072969
-157.888608,0.919886,7.517571
-157.883078,41.532776,6.478251
-157.865067,9.571393,8.42688
-157.860388,-18.821733,9.389833
-157.857943,-1.337284,11.328205
-157.841006,27.077309,6.924997
-157.816501,-8.029976,7.43114
-157.813888,33.281397,11.141923
-157.813723,44.415356,6.492542
-157.80946,-20.688201,15.055589
-157.801143,13.73991,14.20025
-157.795351,-50.619054,16.102109
-157.791634,-19.854414,19.260185
-157.789713,41.846168,8.423123
-157.778342,-46.733251,6.76254
-157.756071,33.450344,6.617461
-157.748525,12.566741,8.754178
-157.738292,24.835786,16.577586
-157.729251,53.446058,8.159178
-157.725451,7.606017,10.724232
-157.721917,54.77087,7.159864
-157.714489,-9.620928,6.990486
-157.701838,34.649633,9.219383
-157.688722,20.471438,6.473777
-157.688497,-26.347254,6.325849
-157.685411,-34.800337,6.650475
-157.680006,-52.39383,5.229623
-157.665425,19.337753,9.588845
-157.662106,39.15642,16.940166
-157.661134,1.952142,16.542403
-157.650876,3.175329,6.803194
-157.649206,-52.156501,7.177723
-157.645395,21.243857,10.487284
-157.640666,43.586389,7.618984
-157.632397,3.358881,7.690228
-157.603621,-35.942588,5.175605
-157.601176,8.118457,5.990329
-157.60077,28.329824,7.862868
-157.593768,-43.526634,13.442184
-157.588693,-38.562093,5.318878
-157.567123,-11.834116,13.220069
-157.559709,23.021717,9.153858
-157.534994,58.117975,6.814495
-157.534388,-23.451336,8.955784
-157.532505,11.516096,7.965716
-157.531563,-57.372163,5.432476
-157.530707,-0.917746,5.527767
-157.529741,1.282038,10.623887
-157.483617,-18.890487,6.025077
-157.464628,7.329852,5.504388
-157.456482,19.494871,7.449686
-157.448988,42.978358,5.666969
-157.43232,30.74074,11.769621
-157.421765,10.366385,17.100431
-157.400744,55.87403,5.393244
-157.393389,-54.462312,5.763999
-157.389741,-46.760699,11.864421
-157.377599,44.657513,6.498821
-157.370508,-35.644005,13.458239
-157.367167,-48.042902,11.879727
-157.366003,44.103423,7.175335
-157.365004,35.561315,6.840039
-157.364942,32.670891,13.425472
-157.356142,45.552767,11.38865
-157.353947,25.637396,5.808392
-157.347032,28.7636,7.836292
-157.345544,36.23564,6.354907
-157.34465,-0.76944,6.606026
-157.341888,9.549914,6.051282
-157.331809,21.31054,6.751429
-157.330871,-3.567691,6.536131
-157.32742,32.024705,11.175817
-157.318731,13.236949,13.046702
-157.312296,51.456165,5.051877
-157.308166,48.873189,5.504692
-157.300373,-27.034762,10.426575
-157.288252,-21.106876,12.878736
-157.287767,33.771161,18.381466
-157.277449,8.761309,8.123122
-157.271567,-50.34547,10.211528
-157.265611,-2.913707,7.576434
-157.252312,29.797998,5.361929
-157.252174,18.899052,19.750691
-157.251144,4.655457,7.122057
-157.211461,23.372955,15.917161
-157.198963,-4.318176,10.215253
-157.183143,47.636776,5.722472
-157.171304,-18.775367,6.93021
-157.16901,3.709916,16.599262
-157.162401,-6.73877,9.587379
-157.155311,-2.282228,6.272766
-157.149606,-0.772137,5.143867
-157.129748,11.896075,15.973995
-157.128627,8.1338,13.001426
-157.117943,-21.627005,6.13174
-157.112698,21.528057,14.032351
-157.095868,24.471603,10.400035
-157.077184,-6.42842,8.209978
-157.072524,10.973353,14.4766
-157.058725,-3.44828,6.149992
-157.049192,2.67649,5.537259
-157.041945,1.91026,11.935965
-157.041475,13.47073,5.444035
-157.033021,21.129674,9.5103
-157.022909,40.748593,9.691134
-157.015133,31.825347,16.245115
-157.01094,51.42935,6.716331
-157.002899,2.227175,6.35664
-156.988006,31.518739,5.043816
-156.985005,-48.112875,10.325492
-156.945415,-26.699523,14.701695
-156.936774,22.10863,13.762695
-156.933813,-43.993105,17.023369
-156.923157,-51.255078,16.156954
-156.921403,57.268746,5.599756
-156.914881,-58.820228,9.480631
-156.886626,29.103385,16.793474
-156.87906,0.600368,7.7238
-156.870683,17.894362,7.149116
-156.842251,41.478209,7.109956
-156.84189,22.68756,11.84768
-156.841797,21.060355,7.008099
-156.84041,-0.67776,6.557961
-156.828129,25.740114,14.217183
-156.823964,-4.690429,15.590344
-156.796666,-4.039338,7.210812
-156.791711,45.191676,6.725026
-156.790006,23.845558,7.277289
-156.786957,43.991659,11.422033
-156.781886,7.247002,8.349083
-156.781724,-10.079751,14.565645
-156.780508,-54.606981,5.304685
-156.76994,34.943822,8.074517
-156.76768,-54.214309,9.473447
-156.757718,0.979671,9.70617
-156.752021,50.362908,13.45658
-156.732082,5.585925,15.549442
-156.714392,38.327944,10.56489
-156.704109,-7.373286,5.643437
-156.693825,3.255154,10.717681
-156.69216,-2.995629,10.532639
-156.68268,6.309663,14.407076
-156.673827,31.657533,6.138839
-156.664441,-5.613175,12.114719
-156.662762,-37.912745,7.232313
-156.648665,-56.864306,8.00896
-156.645024,-11.00908,9.414675
-156.634245,51.401257,8.432879
-156.632782,-0.488108,5.691056
-156.62301,-21.291191,10.252937
-156.619973,35.584348,14.537909
-156.593653,44.664917,5.341322
-156.583365,21.929863,13.64786
-156.574884,15.918129,5.656866
-156.536295,31.690969,7.50394
-156.533266,11.727791,5.907296
-156.529418,17.587342,5.784358
-156.528917,-7.497721,6.813726
-156.525517,13.041722,18.575168
-156.50425,-0.175318,8.108914
-156.503788,58.978868,6.094189
-156.49304,-48.56501,18.968668
-156.450388,40.500733,9.745
-156.430776,32.643153,9.914141
-156.421127,-39.872642,5.899807
-156.417064,-0.895276,10.020307
-156.406708,46.98356,5.010016
-156.402352,20.54614,8.18549
-156.395973,-21.420578,9.761599
-156.384437,39.445221,8.988786
-156.37795,41.127365,10.458912
-156.367223,34.145565,5.809302
-156.359621,-18.806585,17.504148
-156.308957,-47.94171,5.934782
-156.290803,2.198582,10.929529
-156.288079,3.266046,5.10202
-156.286377,14.467954,10.639149
-156.271373,11.521611,6.083521
-156.270713,43.477543,8.70022
-156.264933,3.738508,9.353813
-156.264908,18.374968,8.137677
-156.2649,19.754298,6.903043
-156.254824,13.671699,14.139622
-156.254396,-49.918726,18.834507
-156.246816,-28.564807,6.632946
-156.23686,46.33035,7.437288
-156.197011,-20.401353,8.604903
-156.185962,4.471029,8.973201
-156.178002,-22.625482,5.49963
-156.170664,-6.370662,7.198104
-156.169235,29.134802,5.799289
-156.164267,-14.393771,13.158456
-156.126519,25.945539,12.029663
-156.112578,17.802256,12.170923
-156.103565,6.821855,6.605471
-156.096046,17.202385,16.692707
-156.086419,27.014118,12.159098
-156.078117,15.270422,11.78678
-156.072429,18.136436,6.670765
-156.064156,-24.556759,6.634029
-156.053186,29.094881,6.338099
-156.041463,45.562283,9.725861
-156.031649,-22.517459,7.045836
-156.025635,6.345479,8.061807
-156.021912,-39.346243,5.319153
-156.004382,24.023551,18.738128
-155.999858,-9.996234,10.804877
-155.988821,-16.954895,5.129973
-155.981753,32.627385,6.795435
-155.976907,-12.880499,6.672034
-155.972325,-8.10057,11.149654
-155.969138,11.893861,5.581287
-155.937482,-26.348423,16.788293
-155.926564,8.293652,14.372061
-155.92525,34.522896,8.736868
-155.904552,43.26253,6.870648
-155.902583,-15.337306,9.184344
-155.900997,31.633559,6.267834
-155.895161,-3.910651,6.077513
-155.892703,41.40228,16.141689
-155.889027,-55.241313,5.132527
-155.870817,-47.821141,5.341905
-155.868701,-45.93262,7.463506
-155.855509,-57.099766,5.32717
-155.847439,-11.558838,7.629338
-155.842158,42.569858,5.149135
-155.823319,32.365329,13.139502
-155.818284,26.391957,6.034732
-155.787675,8.735085,8.44856
-155.785775,-1.536346,8.607649
-155.778766,-18.140589,8.486624
-155.765775,38.030734,6.640109
-155.744608,13.137695,9.966274
-155.736923,40.101617,5.210026
-155.73521,44.126624,8.091425
-155.728524,-12.733682,6.58874
-155.689031,26.22179,13.440247
-155.632458,-53.125166,7.17272
-155.617614,45.49491,8.376961
-155.613041,19.241098,7.95138
-155.605018,-36.641033,16.433179
-155.591455,-18.705361,15.915648
-155.583867,55.538893,6.098879
-155.559915,-50.714925,19.01289
-155.554602,14.84435,11.636194
-155.538493,37.429261,14.238574
-155.508196,34.485287,11.209997
-155.504013,44.660963,5.12906
-155.499453,36.02139,11.878425
-155.489055,11.459838,13.713268
-155.456125,-10.981144,5.238309
-155.45124,-4.654511,5.441081
-155.441442,-20.464826,9.111187
-155.44085,29.486977,13.86096
-155.428362,-59.640243,5.04803
-155.398785,40.6163,14.533311
-155.373251,-19.655797,5.430291
-155.370832,7.40725,8.218304
-155.370502,37.874601,5.062416
-155.368171,-8.082744,5.328127
-155.360856,5.30022,8.122742
-155.353292,17.450363,7.900677
-155.351119,14.362869,6.67217
-155.346839,25.03204,16.251087
-155.329503,36.651252,7.581833
-155.325046,37.657201,5.262609
-155.31258,29.074814,5.90522
-155.30603,-15.853598,7.219964
-155.302398,14.048568,6.925661
-155.291386,23.88443,6.528076
-155.286144,41.129983,7.348411
-155.285519,38.333777,6.237553
-155.264275,1.695849,7.97608
-155.262823,4.819588,17.996585
-155.256993,12.127661,6.216696
-155.229114,-24.703149,9.268484
-155.216419,13.612943,6.820719
-155.200969,42.934688,18.948667
-155.193878,18.182489,6.583574
-155.183971,39.395897,15.265874
-155.179885,24.258829,10.095722
-155.162306,0.228254,6.319673
-155.152845,30.320056,5.00747
-155.149887,-14.362039,18.497863
-155.149808,12.50238,13.373489
-155.147884,27.964909,5.096277
-155.129663,-50.537213,5.215571
-155.129485,14.17276,6.367838
-155.120666,-3.297118,5.389186
-155.119859,3.008711,8.89034
-155.101717,37.522809,7.935737
-155.088382,13.022855,5.665385
-155.082964,59.415148,5.245418
-155.079013,3.249708,5.057311
-155.071507,-15.268999,8.414052
-155.044461,13.904315,8.838506
-155.043318,22.406437,8.39056
-155.018698,-14.006331,10.189653
-155.012777,31.654858,13.954151
-154.994436,36.31538,6.08303
-154.982366,15.641086,12.722466
-154.962304,16.021304,5.260361
-154.933992,34.334852,13.606288
-154.93186,19.304937,7.111757
-154.930658,-45.596855,5.604456
-154.905189,-54.230818,5.101459
-154.901372,-45.25816,5.149541
-154.889755,4.054391,5.300772
-154.887032,3.178906,7.710938
-154.874612,-39.106834,10.307319
-154.86907,32.110922,5.995576
-154.856647,21.122501,11.971511
-154.823534,35.7873,17.698608
-154.808809,-16.654447,8.066832
-154.802615,3.786163,5.804196
-154.790419,3.014948,6.326284
-154.779106,-5.65404,6.457142
-154.77617,33.964809,5.64489
-154.765749,-13.964588,11.886741
-154.756126,17.513227,17.133664
-154.75338,-38.809567,6.604852
-154.746397,2.034974,7.661181
-154.732418,46.095986,9.829882
-154.722255,38.130211,5.138342
-154.717128,-22.16202,9.947562
-154.710029,3.650007,5.488511
-154.707832,46.983399,10.210705
-154.689585,-17.574692,7.410936
-154.680859,55.146348,8.928427
-154.675126,-8.029219,6.221818
-154.67114,26.240562,12.637506
-154.658673,-43.626443,8.109707
-154.652645,28.880375,8.92424
-154.634586,51.816252,14.31066
-154.626554,54.910511,5.464223
-154.619784,19.069807,16.135286
-154.610993,-10.901666,13.541114
-154.609442,-6.573219,5.65475
-154.595794,40.543689,5.12614
-154.575666,-52.774525,16.590333
-154.561856,-57.882392,6.873179
-154.548537,43.641133,5.463524
-154.547988,-10.392535,7.061923
-154.543334,-8.175486,5.903677
-154.53829,-40.22448,6.263189
-154.53205,2.014169,7.734193
-154.521543,11.556421,13.301659
-154.501273,-54.104976,5.290906
-154.493203,28.41926,8.062742
-154.487807,-30.915286,6.754848
-154.486872,23.193672,11.637461
-154.474578,-55.286162,10.75957
-154.452542,12.744676,6.067896
-154.445897,-0.566168,8.24199
-154.39005,-28.818956,5.565738
-154.387273,-31.503257,6.701661
-154.385831,18.153016,12.442951
-154.375381,-48.885175,9.572385
-154.354087,-35.307244,8.521923
-154.343257,13.696055,5.910405
-154.340563,-32.372327,15.249298
-154.316999,31.718564,11.934616
-154.316918,13.132568,7.157891
-154.287792,-37.689582,5.344927
-154.278936,35.416687,13.153392
-154.278617,-58.104287,10.339791
-154.276687,28.70372,11.058294
-154.276578,-46.489291,5.431962
-154.27361,30.69518,5.271501
-154.268809,38.477436,12.485898
-154.268632,-6.608981,5.18697
-154.261133,37.47,17.508001
-154.257157,-9.474234,15.488496
-154.247241,55.017268,10.587859
-154.242088,47.890945,15.289914
-154.239855,-11.822852,8.931573
-154.230768,-26.314577,5.420179
-154.227269,-6.987706,9.759105
-154.223829,-35.868,14.67468
-154.220328,-8.129016,7.985083
-154.196977,-57.28387,6.369759
-154.181475,33.54655,10.309376
-154.170187,-6.50481,8.898423
-154.167095,26.573422,7.250633
-154.163781,-36.53407,11.888223
-154.157044,59.495647,6.001014
-154.150115,1.046873,9.617372
-154.113261,30.303595,6.448889
-154.111779,-27.211403,13.483027
-154.105908,-38.786294,7.546024
-154.102407,-32.092725,10.996378
-154.083987,16.480089,5.623083
-154.079449,19.567824,14.892055
-154.077213,6.594543,9.076408
-154.068188,17.173456,6.865892
-154.067613,24.256651,16.935522
-154.062667,-30.765433,11.994547
-154.056637,-38.20182,5.51255
-154.051753,22.261961,14.503095
-154.050398,2.093687,10.817518
-154.049167,19.043178,6.075721
-154.030334,24.480401,8.245921
-154.028038,-27.966874,5.932774
-154.013605,-7.42509,5.058471
-154.006939,-14.337264,8.44167
-153.988517,-10.282682,15.357593
-153.9784,-16.154118,5.73477
-153.969381,-55.928342,9.351315
-153.953909,11.550124,5.742068
-153.952297,44.538895,6.691903
-153.930056,-35.774694,6.30134
-153.912696,-59.700481,5.354767
-153.90536,45.165672,14.558717
-153.881308,46.915915,6.762939
-153.857196,-13.339537,8.293509
-153.84378,-47.212935,6.715958
-153.825499,-5.717751,10.518439
-153.822201,6.402591,7.420883
-153.817333,-8.142728,9.217898
-153.813181,-56.104828,6.00633
-153.791283,19.177774,11.851812
-153.775433,-7.889809,8.753613
-153.765954,-40.896526,9.73069
-153.748081,-15.168558,7.521332
-153.747147,-32.414432,6.476897
-153.736328,15.986577,5.262908
-153.732326,2.061122,12.881948
-153.718548,-5.434072,9.554816
-153.706366,-30.948361,5.684991
-153.703319,43.462047,5.131163
-153.702029,18.562858,9.186188
-153.701091,21.192503,7.737115
-153.687863,35.771808,7.206725
-153.656456,33.180513,5.103029
-153.651626,22.44764,8.761879
-153.650497,-8.279853,10.904603
-153.650043,-43.679079,11.986514
-153.636276,-19.978458,5.69414
-153.584325,-7.043986,9.871523
-153.583752,39.306412,7.114888
-153.577401,10.322312,7.124022
-153.576831,22.799124,9.129313
-153.542517,-56.595951,9.344109
-153.535393,10.620949,5.059121
-153.52684,-6.64176,9.927551
-153.489864,11.590934,14.646945
-153.464546,-10.400052,18.444311
-153.459462,-5.687439,11.820366
-153.452271,-15.203313,17.238075
-153.45026,-33.055932,5.532222
-153.447576,1.928592,7.764892
-153.436989,4.854723,5.696756
-153.436974,1.391657,8.788145
-153.424976,43.956889,9.22013
-153.420422,-9.532686,6.707261
-153.407211,39.697873,17.111785
-153.377879,-0.413047,5.69846
-153.358537,36.663481,13.086344
-153.34821,6.12471,16.521173
-153.331056,25.471967,6.24807
-153.329482,-33.973684,8.879267
-153.326064,52.506647,9.424608
-153.324697,37.34527,16.162153
-153.309961,-16.725992,13.188281
-153.309427,-48.340309,11.253555
-153.284068,-8.259285,10.703199
-153.284033,19.979181,5.673998
-153.269831,43.510584,10.315987
-153.251778,40.945175,5.89467
-153.239795,-34.766792,7.775966
-153.230761,19.173141,8.855666
-153.229964,-6.18966,9.147927
-153.21995,30.901375,7.696107
-153.214599,44.243664,6.443011
-153.18782,39.234283,5.530794
-153.177778,43.137349,10.455164
-153.162304,-32.918291,5.257518
-153.143137,-29.492652,18.912028
-153.132488,-54.58457,7.111076
-153.124087,2.371473,11.493804
-153.111453,31.722291,10.299542
-153.110245,31.452138,6.144901
-153.106511,-9.203621,13.789533
-153.098433,15.11934,7.881424
-153.090969,5.803868,9.802031
-153.083458,-56.89976,12.6359
-153.067398,-58.417464,5.172523
-153.058779,45.865598,6.616894
-153.05225,38.245127,6.208498
-153.042523,-5.169268,12.33107
-153.035546,32.49275,10.620875
-153.028062,55.909289,7.683237
-153.026774,-32.784521,5.303432
-153.025917,-42.222153,5.704784
-153.024097,35.552539,8.114616
-153.006946,-10.416819,6.970242
-153.006339,5.436422,12.853047
-152.981955,44.585099,7.219627
-152.97552,-6.926282,5.329076
-152.966897,30.290042,9.988688
-152.965249,27.184405,6.721966
-152.963204,-7.429489,7.152303
-152.957437,-33.945499,16.251925
-152.952158,-5.929938,9.432752
-152.9417,27.811656,19.281512
-152.940074,-17.286494,14.639603
-152.934889,-34.378747,10.376933
-152.928609,-12.372606,5.747834
-152.920866,36.83867,6.591641
-152.889772,-31.392372,8.610561
-152.88949,37.081229,9.05012
-152.8775,31.731801,6.713019
-152.86647,43.435268,5.01307
-152.865588,12.822723,5.804758
-152.864454,42.410081,15.049285
-152.848925,17.834816,18.064058
-152.841307,-12.602835,5.384549
-152.820819,-44.081526,5.612602
-152.80275,40.853067,5.819944
-152.790554,17.16554,17.998848
-152.782397,22.754092,7.074588
-152.777556,19.04189,18.716114
-152.773966,41.6168,5.019539
-152.738924,55.958939,6.43295
-152.738645,36.515257,5.470232
-152.704528,27.328068,6.840631
-152.686802,12.55895,10.435694
-152.684822,29.119788,18.552821
-152.684217,-24.284665,9.237568
-152.66241,-13.282681,6.274483
-152.657195,51.327285,9.557583
-152.65357,-12.374151,8.436654
-152.651638,24.861687,17.675343
-152.640119,15.49583,5.150746
-152.633539,54.078704,10.237426
-152.629478,-25.886263,9.893716
-152.602021,32.014096,9.237883
-152.588387,20.31185,7.16599
-152.586796,-5.550083,6.916084
-152.583746,-51.914021,11.170453
-152.576026,34.982916,9.711238
-152.561732,40.300797,8.865864
-152.55294,-0.847528,10.34223
-152.543503,58.906052,6.6791
-152.524727,-54.453561,17.052854
-152.521221,-47.375329,12.215789
-152.506593,-56.956231,13.658448
-152.478883,29.811042,13.00076
-152.453834,0.992627,7.900191
-152.446423,-21.256563,8.380759
-152.429627,32.410377,12.328501
-152.429132,-42.516748,12.928176
-152.422911,31.581993,10.760845
-152.420355,5.759946,5.168874
-152.400601,-19.709876,17.637853
-152.382053,44.10532,7.654601
-152.380817,-58.238124,9.472503
-152.368253,26.661901,8.88307
-152.367066,-45.605448,17.487282
-152.351333,-15.62617,16.338592
-152.350934,-39.55405,5.307535
-152.343368,35.372215,7.56707
-152.31398,27.699461,7.842912
-152.309524,15.187081,13.879882
-152.305466,12.407613,6.63768
-152.296462,-6.030671,5.516458
-152.296224,0.778387,10.726713
-152.294548,-24.67002,10.137007
-152.249409,9.189397,7.614025
-152.240506,38.221695,5.229571
-152.224276,-21.027057,10.142761
-152.222794,33.296667,11.087976
-152.221033,-32.352162,10.406846
-152.219803,59.759891,6.034488
-152.211499,6.48778,8.91867
-152.196093,-22.583253,15.59125
-152.195728,24.943185,5.755957
-152.174005,17.217199,6.028284
-152.17086,-26.097684,7.026989
-152.167218,-31.653612,15.523253
-152.166061,26.437362,9.155415
-152.153711,28.755558,17.699324
-152.146362,-59.684935,5.56543
-152.11547,14.485556,7.407358
-152.114412,50.916738,10.410468
-152.104229,-46.934993,8.706006
-152.076526,0.203897,12.653858
-152.074136,-12.724903,8.043762
-152.064317,-21.238791,6.573792
-152.031294,32.956237,9.328067
-152.026273,34.330344,5.158063
-152.006139,36.609385,9.077461
-151.996556,-44.580499,9.564051
-151.991578,24.782609,5.242964
-151.978768,26.789601,9.172616
-151.965311,34.799033,6.297777
-151.949282,44.916492,8.282816
-151.948112,1.32679,6.270852
-151.936617,-12.008721,5.863574
-151.934667,6.501477,8.320668
-151.931249,46.12405,6.093462
-151.925832,48.798709,5.251776
-151.924569,18.417401,9.699777
-151.900396,24.170157,18.616907
-151.891808,-59.199145,5.613335
-151.881506,-5.590995,6.011667
-151.871466,50.601524,8.329931
-151.867437,-52.738852,15.507351
-151.850844,22.061321,9.649923
-151.83983,-26.69456,9.69765
-151.827253,-4.541509,5.410199
-151.819434,59.1801,12.995033
-151.808888,-1.64507,5.271481
-151.805439,-19.340712,11.033314
-151.797316,-9.714812,12.086183
-151.796778,12.792371,6.151902
-151.780516,44.54866,11.8247
-151.773373,-46.813438,8.503325
-151.772128,-56.279027,6.564839
-151.768148,-9.064016,13.300707
-151.765635,-26.231064,5.964242
-151.745815,59.94321,6.562748
-151.738246,-45.314072,15.464053
-151.717879,5.911913,14.142332
-151.706584,17.783085,8.994793
-151.704214,27.537708,6.508475
-151.69918,-5.935191,8.335822
-151.698401,-26.870699,13.742572
-151.655449,-48.422174,6.052766
-151.649323,25.184411,9.768132
-151.644759,28.98476,15.166384
-151.643739,23.411394,8.004931
-151.62232,42.603432,14.734549
-151.591605,-44.53563,9.56588
-151.583584,-6.420406,16.145506
-151.580394,39.836036,13.823337
-151.558893,22.900105,8.416856
-151.535879,43.607659,6.78391
-151.5355,36.351137,8.149417
-151.534648,20.686556,9.379822
-151.4848,3.022607,13.659817
-151.459789,18.454498,9.368673
-151.458557,20.993528,11.627378
-151.455717,32.152906,16.218248
-151.451239,30.979735,16.33518
-151.445567,15.320225,15.8159
-151.44039,17.639749,13.130365
-151.43914,-56.826338,10.03672
-151.406335,-33.65898,5.545707
-151.40533,43.107223,6.306098
-151.402169,-45.580132,8.437715
-151.385767,-12.938907,9.536177
-151.384049,40.878897,11.137245
-151.380024,-52.135511,5.620904
-151.378295,-58.580628,8.729186
-151.346751,41.430176,9.303858
-151.339351,-16.054942,5.078967
-151.333154,-45.330075,13.438632
-151.331159,-11.210653,6.335356
-151.313042,-9.700907,7.875299
-151.312355,-13.72469,13.155985
-151.296551,-18.034434,5.026494
-151.272897,6.075651,6.532675
-151.256371,43.530669,5.019598
-151.243809,-5.435351,7.957048
-151.206614,-17.264674,14.738209
-151.196807,6.275026,5.455949
-151.196118,44.747448,6.17096
-151.192655,-34.622961,9.729185
-151.181334,25.346116,5.476862
-151.171191,-10.316037,5.54304
-151.169743,38.607923,17.84475
-151.168301,22.097383,8.197126
-151.160993,-14.215515,5.146816
-151.160066,-1.183728,7.550295
-151.124287,-33.959913,12.536106
-151.111263,13.677719,16.018981
-151.111011,-9.401884,13.452178
-151.099645,-8.430643,5.852466
-151.083944,-22.672493,5.715931
-151.053742,23.829318,6.692481
-151.050995,29.604022,18.930107
-151.026715,2.952804,11.526484
-151.025811,21.457938,5.415488
-151.014074,0.968869,9.658511
-151.013134,35.107669,7.865593
-151.008024,47.70963,6.166114
-151.000899,-47.911958,6.361168
-150.995361,-41.202972,8.344299
-150.977587,-4.13498,17.216328
-150.975949,10.286101,12.449726
-150.966046,-57.889706,5.274628
-150.96462,-15.427987,8.545331
-150.964277,13.247645,8.887627
-150.960015,0.823523,6.044805
-150.958654,17.271172,9.198112
-150.931722,-13.252391,6.964317
-150.928967,-1.037631,5.683191
-150.920458,31.958407,9.8982
-150.916479,31.665229,11.791063
-150.916332,-34.793261,11.731431
-150.893491,1.504793,5.504758
-150.886587,-24.02428,19.675299
-150.886428,-44.546156,5.978167
-150.884071,43.0331,15.116884
-150.873949,-11.26842,8.70767
-150.859704,34.723664,7.438801
-150.858109,23.740034,10.289035
-150.828472,-19.390175,18.940904
-150.826084,23.526534,6.402817
-150.816128,-3.615102,18.455148
-150.810072,23.074627,6.853309
-150.807104,-10.155468,9.323407
-150.802094,-14.767858,18.843693
-150.786431,-31.047565,6.068209
-150.760466,33.673108,10.323389
-150.731411,31.158667,17.786588
-150.721465,14.069306,6.064248
-150.706974,24.938944,5.717182
-150.667455,-44.667357,6.160825
-150.658132,-56.222117,11.404492
-150.638928,-9.487377,7.651462
-150.635882,-22.556534,5.876927
-150.597986,-45.907207,18.25493
-150.59789,11.047155,6.261952
-150.589162,44.300624,7.66772
-150.582605,-47.853813,7.345542
-150.564684,7.358253,16.828411
-150.559283,-43.467863,10.397351
-150.558823,-49.609773,17.483154
-150.523626,22.998122,7.94796
-150.513785,-9.74892,6.244137
-150.497387,-55.121401,11.613007
-150.496455,34.406034,15.939469
-150.474699,23.64218,9.27254
-150.464167,41.806591,17.257386
-150.464024,22.723242,12.912403
-150.461308,7.951293,9.441855
-150.458155,-33.684361,7.538225
-150.452947,26.41352,5.949858
-150.448613,-15.695906,10.189023
-150.446956,5.579284,10.359351
-150.43769,26.869586,7.829362
-150.434561,-40.653992,5.775922
-150.433001,-15.478276,8.182846
-150.428794,-7.424586,9.974766
-150.403851,-57.592815,6.228462
-150.401022,32.283398,6.826409
-150.372072,-38.091493,16.681181
-150.360942,33.56379,11.064296
-150.360898,25.474919,8.814618
-150.350729,21.402036,8.811893
-150.340156,32.085584,6.44187
